375,5
376,6
377,3
378,7
379,2
380,8
381,6
382,6
383,4
384,6
385,6
386,8
387,4
388,5
389,6
390,8
391,5
392,5
393,6
394,10
395,6
397,3
398,3
399,3
400,6
401,9
402,4
403,3
404,7
405,5
406,3
408,5
409,3
410,6
411,2
412,6
413,5
414,5
415,4
416,4
417,3
418,7
419,5
420,7
421,4
422,5
423,4
424,8
425,3
426,2
427,4
428,10
429,5
430,6
431,2
432,2
433,6
434,6
435,4
436,6
437,2
438,1
439,4
440,3
441,3
442,6
443,8
444,3
445,5
446,6
447,6
448,6
449,5
450,4
451,3
452,7
453,7
454,4
455,8
456,4
457,4
458,2
459,4
460,5
461,2
462,3
463,3
464,2
465,6
466,4
467,4
468,10
469,2
470,5
471,3
472,2
473,2
474,4
475,1
476,3
477,2
478,3
479,3
480,1
481,2
482,2
483,3
484,6
485,3
486,2
487,4
488,4
490,4
491,8
492,2
493,3
494,5
495,3
496,5
497,5
498,3
499,1
500,4
501,2
502,4
503,5
504,1
505,3
506,3
508,1
509,2
510,2
511,4
512,3
513,3
514,1
515,4
516,3
517,5
518,2
519,5
520,3
521,2
522,2
524,4
525,3
526,3
527,2
528,2
529,3
530,7
531,1
532,3
533,3
534,6
535,1
536,3
538,2
539,3
540,3
541,7
542,6
543,2
544,1
545,1
546,2
547,2
548,4
550,3
552,4
554,2
555,1
556,5
557,3
558,4
559,4
560,4
561,1
562,8
563,1
564,2
565,5
567,3
568,4
569,4
570,6
571,3
572,7
573,3
574,3
575,1
576,1
577,5
578,4
579,3
580,2
581,1
582,5
583,4
584,1
585,4
586,5
587,4
588,5
589,1
590,2
591,2
592,6
593,1
594,3
595,1
596,5
597,4
598,2
599,1
600,3
602,3
604,1
605,1
606,5
607,1
608,4
609,5
610,2
611,1
612,4
613,2
614,5
615,1
616,3
617,2
618,2
619,1
621,2
622,5
626,3
627,1
628,4
629,1
630,1
631,1
632,3
633,4
634,3
635,1
636,2
637,2
638,2
639,2
640,2
641,4
642,2
643,1
644,2
645,1
646,4
647,5
648,1
649,3
650,5
651,1
653,2
655,4
656,2
658,1
660,1
661,2
662,2
663,1
664,1
667,1
668,2
669,1
671,1
672,1
674,1
675,1
676,4
678,3
679,1
680,1
681,2
682,1
683,2
684,1
685,2
686,2
687,4
688,4
689,3
691,2
692,2
693,3
694,2
695,1
698,1
699,1
700,1
701,3
702,7
703,2
704,1
705,1
706,1
707,1
708,1
709,1
710,3
711,1
712,3
713,1
714,4
715,2
716,2
718,2
719,1
720,3
721,4
722,1
724,1
725,1
726,4
727,2
728,1
729,5
730,1
731,1
732,2
734,1
736,2
737,1
739,1
740,3
741,2
743,1
744,1
748,1
749,1
750,2
751,1
753,1
754,2
755,1
756,3
757,2
760,3
761,1
765,1
768,2
770,1
773,3
774,1
776,3
777,3
778,2
779,2
781,1
785,1
786,2
787,2
788,1
790,2
791,1
792,6
793,2
794,1
797,2
798,1
799,1
800,2
802,3
804,2
805,1
806,1
807,1
811,1
812,2
813,1
814,1
818,2
820,2
822,2
823,1
824,2
826,2
827,1
828,1
829,1
831,1
832,2
834,1
835,1
836,1
837,3
839,3
840,1
843,1
844,3
846,2
847,1
848,3
849,1
851,1
852,2
853,1
854,1
855,1
856,2
859,3
860,3
861,1
862,1
863,1
864,2
865,1
866,1
868,2
869,1
870,1
874,4
875,2
876,1
877,1
878,1
879,2
881,1
882,3
883,1
888,2
890,2
891,1
892,3
893,1
894,2
895,1
897,1
898,1
899,1
900,2
903,1
905,2
910,3
912,2
914,1
918,1
919,1
920,2
923,1
925,1
926,1
927,1
929,1
930,1
933,1
934,1
939,1
940,1
941,3
946,1
947,1
949,2
952,1
954,2
956,1
957,1
960,1
961,1
962,3
964,2
966,3
967,1
973,1
974,1
977,1
978,2
979,1
981,1
982,2
983,1
985,2
986,3
987,1
990,1
991,1
995,1
996,1
1003,1
1004,1
1005,1
1008,1
1012,2
1013,2
1017,1
1018,1
1019,1
1023,1
1026,1
1028,1
1030,1
1032,1
1033,1
1034,1
1035,1
1037,1
1040,2
1041,1
1042,1
1044,2
1047,1
1050,2
1053,1
1054,2
1056,1
1057,1
1059,1
1060,1
1062,1
1064,1
1066,1
1067,1
1068,2
1071,1
1073,1
1074,1
1081,3
1083,1
1084,1
1086,1
1087,3
1089,1
1090,1
1091,1
1096,1
1097,1
1098,2
1099,1
1101,1
1102,1
1103,1
1105,2
1106,2
1109,1
1115,1
1116,1
1118,2
1121,1
1124,2
1128,1
1131,1
1132,1
1142,1
1143,1
1146,1
1151,3
1152,1
1157,1
1161,2
1167,1
1168,1
1170,1
1171,2
1172,1
1174,1
1182,1
1185,1
1186,1
1189,1
1190,1
1191,1
1192,3
1193,2
1194,1
1196,1
1199,1
1201,1
1209,1
1210,1
1211,1
1212,1
1217,1
1218,2
1219,1
1220,2
1221,1
1229,1
1230,1
1233,1
1234,1
1240,1
1242,2
1244,3
1246,1
1247,1
1250,1
1256,1
1257,1
1264,1
1266,1
1267,2
1269,1
1270,1
1271,2
1272,1
1277,1
1280,1
1281,1
1284,1
1286,1
1289,1
1290,1
1292,1
1294,1
1296,1
1299,1
1304,1
1306,2
1307,1
1310,2
1313,1
1314,1
1317,1
1319,1
1321,1
1325,1
1334,1
1337,1
1339,1
1342,1
1343,1
1344,1
1349,1
1350,1
1353,1
1356,1
1357,1
1359,1
1361,1
1364,1
1370,1
1373,1
1374,2
1376,1
1377,1
1380,1
1383,1
1385,1
1390,1
1391,1
1392,1
1395,1
1396,1
1397,1
1402,1
1403,1
1404,1
1406,1
1412,3
1413,1
1416,1
1417,1
1419,1
1420,1
1421,1
1424,1
1425,1
1431,1
1436,1
1439,1
1443,1
1447,1
1453,1
1460,2
1469,1
1472,1
1474,1
1475,1
1488,1
1489,1
1490,1
1494,2
1499,1
1509,1
1513,1
1514,1
1517,1
1518,1
1520,1
1523,2
1526,1
1527,1
1529,1
1534,1
1539,1
1546,1
1548,1
1569,1
1570,1
1579,1
1580,1
1583,1
1585,2
1586,2
1597,1
1602,1
1604,1
1606,1
1607,1
1614,1
1619,1
1621,1
1622,1
1635,1
1637,1
1645,2
1665,1
1669,1
1672,1
1678,1
1688,2
1701,1
1705,1
1708,1
1721,1
1722,1
1728,1
1731,1
1732,1
1742,1
1743,1
1748,1
1749,1
1750,1
1754,2
1757,1
1764,2
1776,1
1781,1
1790,2
1792,1
1794,1
1805,1
1816,1
1828,1
1841,1
1853,1
1857,1
1863,1
1871,2
1875,1
1889,1
1902,1
1906,1
1907,1
1911,1
1921,1
1928,1
1939,2
1941,1
1945,1
1953,1
1960,1
1970,1
1975,1
1979,1
1980,1
1982,1
1994,1
1998,1
2016,1
2039,1
2047,1
2053,1
2075,1
2082,1
2086,1
2088,1
2092,1
2103,1
2117,1
2130,1
2131,1
2137,1
2141,1
2157,1
2160,1
2165,1
2166,1
2174,1
2187,1
2189,1
2202,1
2231,2
2236,2
2248,1
2250,1
2252,1
2303,1
2304,1
2321,1
2328,1
2339,1
2352,1
2355,1
2366,1
2370,1
2374,1
2386,1
2416,1
2421,1
2433,1
2439,1
2456,1
2461,1
2468,1
2473,1
2482,2
2487,1
2497,1
2500,1
2505,1
2511,1
2514,1
2532,1
2571,1
2573,1
2588,1
2594,1
2595,1
2596,1
2624,1
2645,1
2656,1
2669,1
2700,1
2723,1
2767,1
2770,1
2798,1
2810,1
2860,1
2862,1
2892,1
2903,1
2912,1
2921,1
2938,1
2960,1
2970,1
2984,1
2991,1
3001,1
3022,1
3028,1
3037,1
3092,1
3135,1
3146,1
3180,1
3183,1
3232,1
3254,1
3272,1
3289,1
3323,1
3325,1
3347,1
3374,1
3385,1
3411,1
3426,1
3445,1
3448,1
3472,1
3505,1
3507,1
3523,1
3526,1
3532,1
3541,1
3546,1
3560,1
3631,1
3642,1
3703,1
3754,1
3780,1
3789,1
3790,1
3794,1
3811,1
3831,1
3946,1
3974,1
3991,1
4010,1
4019,1
4046,1
4084,1
4102,1
4235,1
4336,1
4362,1
4495,1
4532,1
4596,1
4605,1
4737,1
4980,1
5014,1
5029,1
5202,1
5205,1
5226,1
5333,1
5364,1
5379,1
5511,1
5546,1
5623,1
5770,1
5850,1
5930,1
5941,1
6034,1
6073,1
6157,1
6201,1
6252,1
6704,1
6721,1
6800,1
6825,1
6845,1
6895,1
7025,1
7111,1
7298,1
7421,1
7479,1
7506,1
7835,1
7859,1
8412,1
8512,1
8652,1
8789,1
9040,1
9059,1
9289,1
9348,1
9562,1
10358,1
10855,1
11131,1
11603,1
11868,1
12081,1
12083,1
12121,1
12772,1
12872,1
12922,1
13058,1
13908,1
15856,1
17304,1
18253,1
19473,1
19866,1
21892,1
23236,1
24031,1
26568,1
30872,1
33247,1
34331,1
39624,1
64792,1
544649,1
580093,1
580096,1
