1,195788
2,38795
3,16885
4,10025
5,6399
6,4738
7,3625
8,2832
9,2214
10,1917
11,1638
12,1411
13,1225
14,1008
15,918
16,846
17,746
18,675
19,585
20,576
21,541
22,470
23,452
24,402
25,352
26,399
27,326
28,306
29,301
30,277
31,256
32,246
33,273
34,234
35,232
36,214
37,188
38,190
39,198
40,158
41,163
42,139
43,156
44,141
45,137
46,140
47,121
48,149
49,124
50,118
51,119
52,134
53,108
54,102
55,115
56,91
57,108
58,118
59,80
60,70
61,84
62,98
63,79
64,93
65,84
66,70
67,68
68,71
69,61
70,56
71,69
72,62
73,72
74,53
75,62
76,67
77,50
78,48
79,67
80,58
81,61
82,54
83,48
84,61
85,56
86,38
87,60
88,40
89,55
90,63
91,45
92,40
93,42
94,47
95,35
96,36
97,35
98,40
99,45
100,29
101,41
102,28
103,36
104,28
105,38
106,42
107,27
108,28
109,34
110,26
111,28
112,33
113,37
114,26
115,33
116,26
117,27
118,28
119,31
120,25
121,26
122,23
123,23
124,25
125,33
126,25
127,29
128,20
129,23
130,26
131,29
132,29
133,13
134,18
135,18
136,25
137,26
138,29
139,21
140,22
141,29
142,9
143,23
144,23
145,25
146,12
147,31
148,24
149,14
150,16
151,22
152,18
153,20
154,15
155,22
156,12
157,14
158,20
159,12
160,22
161,13
162,13
163,21
164,22
165,11
166,11
167,17
168,24
169,17
170,19
171,16
172,15
173,12
174,19
175,15
176,14
177,17
178,10
179,23
180,13
181,15
182,9
183,12
184,14
185,13
186,10
187,7
188,17
189,7
190,15
191,13
192,9
193,11
194,11
195,9
196,7
197,6
198,16
199,11
200,11
201,8
202,9
203,11
204,9
205,10
206,9
207,15
208,17
209,12
210,11
211,5
212,15
213,16
214,7
215,11
216,13
217,8
218,12
219,10
220,5
221,9
222,14
223,5
224,12
225,8
226,18
227,9
228,7
229,14
230,10
231,15
232,6
233,9
234,3
235,3
236,8
237,11
238,12
239,8
240,11
241,8
242,18
243,5
244,11
245,7
246,10
247,10
248,4
249,10
250,7
251,7
252,13
253,9
254,9
255,6
256,11
257,8
258,7
259,7
260,6
261,5
262,7
263,8
264,7
265,10
266,12
267,10
268,3
269,13
270,7
271,3
272,8
273,10
274,5
275,5
276,6
277,8
278,6
279,5
280,8
281,4
282,4
283,12
284,10
285,4
286,5
287,4
288,10
289,8
290,4
291,6
292,7
293,9
294,5
295,5
296,6
297,5
298,6
299,11
300,8
301,4
302,6
303,8
304,9
305,5
306,3
307,5
308,5
309,8
310,8
311,12
312,5
313,11
314,7
315,10
316,6
317,5
318,5
319,12
320,3
321,3
322,3
323,5
324,1
325,6
326,4
327,1
328,11
329,7
330,8
331,6
332,7
333,5
334,7
335,11
336,6
337,6
338,3
339,3
340,4
341,3
342,3
343,3
344,1
345,2
346,7
347,6
348,2
349,7
350,5
351,5
352,8
353,7
354,1
355,4
356,4
357,4
358,1
359,5
360,8
361,3
362,4
363,4
364,8
365,5
366,4
367,9
368,6
369,7
370,4
371,3
372,5
373,10
374,8
375,6
376,2
377,8
378,7
379,2
380,8
381,4
382,3
383,4
384,7
385,4
386,3
387,6
388,1
389,7
390,8
391,2
392,5
393,4
394,1
395,5
396,3
397,7
398,5
